feature_1,feature_2,feature_3,feature_4,feature_5
175.4626254140926,0.25677097299159773,0.6254165160502912,6,8
89.85037722239497,0.4850688199896651,0.3334552260538928,47,6
129.13888013014042,0.36256389951965995,0.7469111366345346,34,22
131.04503175262067,0.29274134433058807,0.7036229827851317,21,21
128.6702286949048,0.2373990272507777,0.13408320718286998,20,2
86.7697959168742,0.7079160549474051,0.27754976697977596,42,21
174.3298813820382,0.20799922103752172,0.41229485886144135,17,0
113.65504543411528,0.7394065239519434,0.17323952211973187,37,10
161.56904069653535,0.30286265178026256,0.343933192323448,25,12
143.93751303810052,0.255665457810729,0.6180682679323778,21,3
95.69243410261603,0.26272212396702377,0.5763601367999781,36,9
157.65573836429726,0.6704334651477402,0.5356690999962035,4,25
107.58068890163815,0.37175704689699135,0.597369881905642,47,7
165.73238365333938,0.4943776266760689,0.24344658087179125,34,27
129.75274471630303,0.5901581539267418,0.33918868040531247,11,27
165.80824342258234,0.8023858216801556,0.573369737594224,34,16
143.1037908093319,0.7089309838979299,0.715464334121929,33,10
147.03051357835687,0.3892295336671002,0.4805746376796667,46,4
120.15892583120427,0.2920379595037893,0.29788975566187564,19,17
174.73003616678687,0.23876202429483856,0.12116468060418782,48,3
137.2788239075565,0.41111904413665973,0.5972357802819493,11,5
110.86260582698156,0.38348270446777477,0.10551887245590827,33,23
132.76718569535092,0.5192983967603357,0.36087534887469686,25,29
62.30318379712002,0.6782969348833763,0.47137605019394735,33,6
96.18897800094592,0.6869378119472,0.7454780232370352,31,27
139.22082449912222,0.3984631926075166,0.1626461815230301,45,11
94.80931286525329,0.4659488691300843,0.3841596253777987,6,2
134.16185147986099,0.3268056732158321,0.11701923979711044,25,29
111.45224411349193,0.751981858614563,0.33982768903911326,24,28
76.25688770669403,0.23979365350326823,0.5355617411878565,45,7
95.7938791147237,0.6878980692074912,0.2953475637600189,38,19
128.3957892841518,0.7450867771587724,0.24682496475894458,16,20
130.90473134978077,0.7441852932941271,0.18099226332896556,23,9
128.91902986194947,0.38159579504174845,0.5039981708142393,26,23
138.38409838285605,0.461669196552793,0.5866890041332803,3,0
138.25239240020267,0.6113197446374723,0.5703699984170757,26,16
111.77021225207687,0.39097533169712695,0.7642027145043552,46,17
167.58559150212756,0.4595969594525221,0.1018922497254519,29,8
104.1074244057476,0.33793799612994774,0.5530376577258252,2,19
112.30379103187522,0.5218991186292052,0.5202745659683478,5,21
167.03080260188065,0.23122861087787988,0.5121177269792018,7,26
156.7432786855303,0.7598571191994326,0.7739392238881697,15,15
144.46663002484397,0.2538695128906429,0.1118101713590278,14,16
72.02722647747613,0.5631846041820683,0.5875377014910151,35,17
170.33791364936081,0.4147670696816373,0.6695750547913044,39,10
145.70895594589336,0.6042800641819628,0.4568650376351089,7,17
179.86164078814397,0.8716033385833977,0.33377540871776645,38,3
77.93379655895924,0.6518991711192027,0.6535881142591835,29,7
164.17512688418572,0.22475370502884365,0.16807004794269725,49,9
79.49915216116497,0.5012817076556428,0.40942494641094773,11,29
133.8671477140613,0.5570117966227752,0.4639666621995868,3,3
74.85839794193298,0.5753242462924164,0.5857694876541834,13,7
161.76098751866812,0.6769747574226865,0.16362001242268664,24,16
156.8782750470013,0.39431726841223624,0.2594316510765027,4,2
128.29208863375118,0.29020239582642415,0.38721109388308794,22,4
108.86199566711996,0.47487297358296604,0.5363062711140915,29,29
68.30003945461657,0.8694840059571642,0.7208725468521923,38,26
143.69145277734765,0.33099162422559136,0.5331783177689636,11,4
114.42512192136826,0.8327887684497659,0.19342302965445413,14,6
146.64667193644175,0.5806641650541284,0.7864060929510978,18,0
163.9658791114355,0.519837995152036,0.710250014328845,25,17
177.06258060034628,0.8174289871609226,0.4519045328017268,44,23
162.69640108711332,0.5210227732380102,0.7456435872576431,3,22
61.40569010220024,0.7069173456280802,0.4789665556299951,37,21
103.19736773740367,0.4793177251921714,0.7463142475224143,7,5
147.59886749088696,0.8328310750306704,0.6809281580223403,29,23
80.59556127137286,0.6830175141338591,0.7778004872060081,14,27
122.52439274449551,0.6897354379753617,0.7438479675447109,11,19
66.52055860071043,0.4294042810899832,0.12522367219999864,9,14
83.999582987568,0.7297450499158225,0.222340402912658,11,27
62.22261533527367,0.6452427388129989,0.37239427397083,16,22
155.24372440289048,0.3680141913657967,0.7664998881067946,39,8
86.87096256724561,0.3123771757396795,0.3100202436331507,1,24
101.44220168362833,0.7574740321621323,0.21232735072132075,18,29
171.3697552158709,0.8714166221246558,0.720413266260592,28,28
144.52972823082393,0.5206971790820301,0.4124760908382421,0,2
63.820671543756944,0.6136889157265795,0.7355129160480283,21,26
79.76329877974953,0.8004058509354881,0.2121613264241003,24,17
134.57740817997163,0.5200564173476999,0.5627822580556697,9,28
129.26743063250012,0.8663121337829154,0.4081846269806443,8,15
88.54713856494104,0.6030258134314107,0.1535407383211998,18,16
172.10567975097524,0.7745369844909205,0.5875242012567504,11,8
133.67591471590754,0.8361906028889168,0.2731791288774076,28,27
124.275936362995,0.7708666731379981,0.12773086580566242,17,23
130.78919716254853,0.31159012441426914,0.1419610087747013,15,12
147.61464354201235,0.6402289073431903,0.14275497594675116,3,7
97.43339945755223,0.47890398103377396,0.7354130702395276,42,12
107.78652746593102,0.24389906641634201,0.6179187424803707,24,0
85.18124987701466,0.49682257632288934,0.7286436500496146,21,20
82.34316070564034,0.3810788468225854,0.570807617907565,28,11
173.32468679807204,0.7943268158999575,0.4702579503216182,21,11
148.7460954059145,0.22331323858268734,0.3131124550431648,14,29
118.85505703410806,0.8712879053044316,0.7985735759300715,47,8
87.28975535679879,0.44875819393035077,0.3535323412575726,1,0
90.52277781244715,0.44969482328178,0.42945426444973667,12,20
66.96349923886507,0.21142995187859553,0.36477162244642325,11,13
112.12999506697449,0.3296626276653287,0.785668850534821,25,28
